FID,REPDIST,PREC,APREC,BUREAU,BASICCAR,AREA,PERIMETER,SHAPE_Length,SHAPE_Area
441,1137,11,NORTHEAST,CENTRAL BUREAU,11A37,4618077.5584,9176.66814256,0.0284522133923058,4.19222871504171e-05
442,1145,11,NORTHEAST,CENTRAL BUREAU,11A71,18853291.98,24482.5766984,0.073664347832523,0.000171129982370962
443,628,6,HOLLYWOOD,WEST BUREAU,6A15,6377685.56518,12985.0269012,0.0391458376009465,5.78940477668257e-05
444,635,6,HOLLYWOOD,WEST BUREAU,6A15,3274144.1313,9085.30423224,0.026778120238513,2.97211826409788e-05
445,1143,11,NORTHEAST,CENTRAL BUREAU,11A71,15906161.565,18166.1001309,0.0539972940113784,0.000144384310172654
446,1149,11,NORTHEAST,CENTRAL BUREAU,11A37,4889232.18419,10327.4383771,0.0313959274217136,4.4381901499489e-05
447,1144,11,NORTHEAST,CENTRAL BUREAU,11A71,20362684.1655,21423.594791,0.0644709730641646,0.000184827377906909
448,1146,11,NORTHEAST,CENTRAL BUREAU,11A95,8018587.39894,12461.6451755,0.0364658731604181,7.27841026664537e-05
449,645,6,HOLLYWOOD,WEST BUREAU,6A45,7907110.79049,14251.090805,0.0415120404441424,7.17708258404611e-05
450,631,6,HOLLYWOOD,WEST BUREAU,6A31,19547192.9269,29291.1361674,0.0881503759391037,0.000177420624652882
451,1147,11,NORTHEAST,CENTRAL BUREAU,11A89,16459343.1505,21521.3389809,0.0661829678088934,0.000149399949986995
452,1169,11,NORTHEAST,CENTRAL BUREAU,11A37,3268619.04833,10358.6782965,0.0315281046649367,2.96696194355053e-05
453,636,6,HOLLYWOOD,WEST BUREAU,6A15,4741079.90475,9709.83778799,0.0306490055846567,4.30350070895457e-05
454,638,6,HOLLYWOOD,WEST BUREAU,6A49,4259277.61531,11996.9981534,0.0385078668865386,3.8661851500419e-05
455,639,6,HOLLYWOOD,WEST BUREAU,6A49,3487401.0988,7927.4318446,0.0247138378893452,3.1655369943915e-05
456,637,6,HOLLYWOOD,WEST BUREAU,6A49,2658718.26646,7815.91898605,0.0247055449735828,2.41332088283929e-05
457,643,6,HOLLYWOOD,WEST BUREAU,6A45,5398625.24483,9559.42544,0.0293408158452374,4.90019660405248e-05
458,403,4,HOLLENBECK,CENTRAL BUREAU,4A3,5889473.30947,15174.1259383,0.0470683269331861,5.34580121346331e-05
459,1159,11,NORTHEAST,CENTRAL BUREAU,11A37,1148086.83247,5975.67923505,0.0177543050202245,1.04207711250973e-05
460,1157,11,NORTHEAST,CENTRAL BUREAU,11A1,5736537.7313,9977.0622971,0.0304441693932021,5.20665130709456e-05
461,642,6,HOLLYWOOD,WEST BUREAU,6A31,6022731.3502,9797.19707758,0.0295167507143728,5.46651234298149e-05
462,1151,11,NORTHEAST,CENTRAL BUREAU,11A51,6148360.10521,9948.73985964,0.0302798672111759,5.58057316782328e-05
463,1152,11,NORTHEAST,CENTRAL BUREAU,11A51,6251095.63653,11076.3081007,0.0345832808028233,5.6738661000802e-05
464,649,6,HOLLYWOOD,WEST BUREAU,6A49,2627172.77341,6616.45559969,0.0203854897341082,2.38459849775502e-05
465,648,6,HOLLYWOOD,WEST BUREAU,6A49,3377833.08186,7916.54566418,0.0247739598561269,3.06595065342109e-05
466,647,6,HOLLYWOOD,WEST BUREAU,6A67,4441225.47719,9509.30814765,0.0300392751605973,4.0311467496325e-05
467,646,6,HOLLYWOOD,WEST BUREAU,6A63,6906815.95506,12495.4064719,0.0383692934462309,6.268994039879e-05
468,1158,11,NORTHEAST,CENTRAL BUREAU,11A89,12988227.9877,17335.6262187,0.0527048821055257,0.000117882954570489
469,1162,11,NORTHEAST,CENTRAL BUREAU,11A51,7500066.24828,12013.9198046,0.0362788611851347,6.8071348840193e-05
470,402,4,HOLLENBECK,CENTRAL BUREAU,4A3,18938440.79,23238.2702663,0.070848774175297,0.000171881659374325
471,644,6,HOLLYWOOD,WEST BUREAU,6A45,3842972.66242,8538.38626254,0.0267584094574306,3.48798512174338e-05
472,659,6,HOLLYWOOD,WEST BUREAU,6A79,2934044.49185,7507.25002618,0.0235595182763808,2.66302823299477e-05
473,668,6,HOLLYWOOD,WEST BUREAU,6A79,5272422.41455,9288.65412297,0.0277246383874561,4.7852881221671e-05
474,667,6,HOLLYWOOD,WEST BUREAU,6A67,5255678.28584,9266.45583339,0.0276597454773949,4.77008959357079e-05
475,666,6,HOLLYWOOD,WEST BUREAU,6A67,8738916.13798,11893.9403254,0.0363477497923423,7.93149753834697e-05
476,1178,11,NORTHEAST,CENTRAL BUREAU,11A89,4543641.8659,12185.5463364,0.0369583014692191,4.12372945493707e-05
477,1172,11,NORTHEAST,CENTRAL BUREAU,11A71,13149531.1421,20048.2549357,0.05900063228219,0.000119337150157257
478,1176,11,NORTHEAST,CENTRAL BUREAU,11A95,9026077.98062,14608.3651989,0.0441578626237474,8.19174203250741e-05
479,1171,11,NORTHEAST,CENTRAL BUREAU,11A71,11104999.8748,16895.8966323,0.0515048078869825,0.000100786488154538
480,1179,11,NORTHEAST,CENTRAL BUREAU,11A89,3746163.62333,8820.80096402,0.0259104716945802,3.39992542948388e-05
481,1173,11,NORTHEAST,CENTRAL BUREAU,11A95,8668438.05545,12845.8748291,0.0385597677920283,7.86726713907208e-05
482,1163,11,NORTHEAST,CENTRAL BUREAU,11A51,2211869.74223,5989.36462793,0.0179162661912674,2.00747880952984e-05
483,1174,11,NORTHEAST,CENTRAL BUREAU,11A95,3418401.64362,9032.81191992,0.0271633291003058,3.10245006969258e-05
484,1177,11,NORTHEAST,CENTRAL BUREAU,11A89,9057851.84612,14084.1604647,0.042022060724104,8.22037749309559e-05
485,1161,11,NORTHEAST,CENTRAL BUREAU,11A51,2163977.39303,5918.81539755,0.0177429347036765,1.96400901851165e-05
486,669,6,HOLLYWOOD,WEST BUREAU,6A79,4084925.62428,8370.26294814,0.0259240382248376,3.70744035721929e-05
487,401,4,HOLLENBECK,CENTRAL BUREAU,4A3,2273240.57722,10123.8236659,0.0303727774081261,2.06309573016896e-05
488,407,4,HOLLENBECK,CENTRAL BUREAU,4A3,9017441.72095,18087.5951157,0.0540635161749225,8.18366974225385e-05
489,1175,11,NORTHEAST,CENTRAL BUREAU,11A95,5938646.46008,14870.767687,0.0445010570565361,5.38952608824685e-05
490,663,6,HOLLYWOOD,WEST BUREAU,6A63,8330560.26837,11900.2930004,0.0363668969109721,7.56053666747178e-05
491,429,4,HOLLENBECK,CENTRAL BUREAU,4A9,9256564.67387,14262.3507453,0.0426329415985879,8.40051931726752e-05
492,204,2,RAMPART,CENTRAL BUREAU,2A5,9431207.65358,13428.7143527,0.0389483154460139,8.55893430945979e-05
493,408,4,HOLLENBECK,CENTRAL BUREAU,4A9,4790875.77264,10480.1644923,0.0324125734425599,4.3479333194472e-05
494,202,2,RAMPART,CENTRAL BUREAU,2A1,3335276.1699,7419.00101781,0.0228013553697908,3.02691670447968e-05
495,201,2,RAMPART,CENTRAL BUREAU,2A1,6878431.59796,10292.0878031,0.0311584961042662,6.24237786328431e-05
496,679,6,HOLLYWOOD,WEST BUREAU,6A79,2379200.7368,6898.0017843,0.020662332501254,2.15922987107375e-05
497,656,6,HOLLYWOOD,WEST BUREAU,6A77,4340566.45384,9234.27802175,0.0290395020942443,3.93927015724864e-05
498,678,6,HOLLYWOOD,WEST BUREAU,6A77,4564901.86905,9419.97844779,0.0284949203557318,4.1427384733161e-05
499,677,6,HOLLYWOOD,WEST BUREAU,6A77,7620861.16893,13215.9176002,0.0407215010049341,6.91608473693144e-05
500,657,6,HOLLYWOOD,WEST BUREAU,6A77,2850456.52065,6954.14185575,0.0213182178203392,2.5869244867795e-05
501,1189,11,NORTHEAST,CENTRAL BUREAU,11A89,2905734.08799,13227.3849365,0.0408349175989394,2.63700302488048e-05
502,701,7,WILSHIRE,WEST BUREAU,7A1,11290774.4225,19089.1521174,0.0576197546143661,0.000102463938342801
503,1184,11,NORTHEAST,CENTRAL BUREAU,11A95,7049798.78229,15493.6638219,0.0458989986111195,6.39742881259536e-05
504,813,8,WEST LOS ANGELES,WEST BUREAU,8A13,29460288.7049,33077.3437863,0.0966850658017001,0.000267317444856889
505,702,7,WILSHIRE,WEST BUREAU,7A1,10599488.3111,14122.7723394,0.0431047402787275,9.6189709730898e-05
506,705,7,WILSHIRE,WEST BUREAU,7A1,4372365.01931,9069.68550367,0.026464155719517,3.9679198922114e-05
507,1183,11,NORTHEAST,CENTRAL BUREAU,11A95,6537143.03382,11599.2666637,0.0340569351810166,5.93235836571156e-05
508,426,4,HOLLENBECK,CENTRAL BUREAU,4A9,4699849.41857,9272.94100952,0.0284097264424079,4.26514167843643e-05
509,416,4,HOLLENBECK,CENTRAL BUREAU,4A15,9950247.44602,17972.9816536,0.0540661047037969,9.02947847659721e-05
510,205,2,RAMPART,CENTRAL BUREAU,2A5,7679574.2833,12110.5490407,0.0361108177680421,6.96886109560516e-05
511,706,7,WILSHIRE,WEST BUREAU,7A17,7821736.24607,11568.8563184,0.0354578314948129,7.09815671819744e-05
512,676,6,HOLLYWOOD,WEST BUREAU,6A77,4375282.70358,9251.689317,0.0290821764812337,3.97060193969877e-05
513,203,2,RAMPART,CENTRAL BUREAU,2A1,2436473.15328,6611.61774858,0.0205964814018227,2.21111138824743e-05
514,414,4,HOLLENBECK,CENTRAL BUREAU,4A3,4054259.57775,9136.4516478,0.0278981805847911,3.6791353304217e-05
515,412,4,HOLLENBECK,CENTRAL BUREAU,4A3,7964576.57523,13596.3991297,0.0403245082314492,7.22750484896999e-05
516,427,4,HOLLENBECK,CENTRAL BUREAU,4A9,13935136.9164,15271.584907,0.0466429619344692,0.000126455276551735
517,417,4,HOLLENBECK,CENTRAL BUREAU,4A15,9730699.19733,14255.4273946,0.0429307554547326,8.83005577881752e-05
518,413,4,HOLLENBECK,CENTRAL BUREAU,4A3,1390101.81827,6057.52744483,0.0175667669509621,1.26147728923995e-05
519,211,2,RAMPART,CENTRAL BUREAU,2A1,4495118.6905,9204.32338564,0.028166483941217,4.07916309914358e-05
520,1181,11,NORTHEAST,CENTRAL BUREAU,11A71,5721782.12338,11198.2161362,0.0345494808859568,5.19228377636204e-05
521,428,4,HOLLENBECK,CENTRAL BUREAU,4A9,3966858.69516,9628.50491444,0.0294617345200216,3.59976214117487e-05
522,719,7,WILSHIRE,WEST BUREAU,7A17,9453900.29508,12486.4167852,0.0382604314604472,8.57891718596979e-05
523,212,2,RAMPART,CENTRAL BUREAU,2A5,5720058.62706,9614.04053314,0.0288483884745461,5.19066895503691e-05
524,2005,20,OLYMPIC,WEST BUREAU,20A13,3306224.18448,7813.19717266,0.0228664816656345,3.00023069951054e-05
525,2004,20,OLYMPIC,WEST BUREAU,20A13,3674961.01859,8122.30436536,0.0238882687606665,3.33483878902127e-05
526,2001,20,OLYMPIC,WEST BUREAU,20A1,7351120.49726,10851.1161114,0.0329011700052641,6.67076407561809e-05
527,2002,20,OLYMPIC,WEST BUREAU,20A1,3491083.64481,7931.77580986,0.0232620443247875,3.16797990167517e-05
528,819,8,WEST LOS ANGELES,WEST BUREAU,8A29,25434260.7459,24418.1482779,0.0739100288162656,0.000230785898071666
529,438,4,HOLLENBECK,CENTRAL BUREAU,4A9,17262537.0682,20959.0235474,0.0631673190645917,0.00015664072763478
530,1185,11,NORTHEAST,CENTRAL BUREAU,11A95,4492491.04967,10518.7445719,0.0312614998942379,4.07658640133723e-05
531,711,7,WILSHIRE,WEST BUREAU,7A1,7324485.19082,14905.2003828,0.0469428485693851,6.64645850591564e-05
532,411,4,HOLLENBECK,CENTRAL BUREAU,4A3,5937652.93874,9643.88969902,0.0283090834049572,5.38791993693972e-05
533,717,7,WILSHIRE,WEST BUREAU,7A17,4389068.0315,8833.31385949,0.0275249415567887,3.9827773984009e-05
534,715,7,WILSHIRE,WEST BUREAU,7A1,2071049.15203,5758.5129071,0.0173652380504614,1.87933369462573e-05
535,714,7,WILSHIRE,WEST BUREAU,7A1,2059702.56481,5747.63865178,0.0173292480513129,1.86903678411075e-05
536,713,7,WILSHIRE,WEST BUREAU,7A1,3709421.33935,7952.03200625,0.0246115436326738,3.36604055056492e-05
537,216,2,RAMPART,CENTRAL BUREAU,2A17,5183767.05016,9731.01359741,0.0291849474564028,4.70371021993302e-05
538,215,2,RAMPART,CENTRAL BUREAU,2A5,4344672.51373,9978.59613738,0.0310947657880976,3.94236940202602e-05
539,415,4,HOLLENBECK,CENTRAL BUREAU,4A15,4272076.61713,8941.56816041,0.0274147226567928,3.87651973980764e-05
540,221,2,RAMPART,CENTRAL BUREAU,2A1,2618138.15691,7263.29869361,0.0228866426682224,2.37576319847186e-05
541,1199,11,NORTHEAST,CENTRAL BUREAU,11A95,1278017.34611,4742.47694695,0.0140991152433549,1.15968839582598e-05
542,818,8,WEST LOS ANGELES,WEST BUREAU,8A29,17134170.6891,20497.4394294,0.0614327702558085,0.000155467413487576
543,812,8,WEST LOS ANGELES,WEST BUREAU,8A13,28161053.439,29569.762871,0.0877171449964619,0.000255504862388119
544,424,4,HOLLENBECK,CENTRAL BUREAU,4A15,10402604.6662,16954.054452,0.0508461604023445,9.43871067502237e-05
545,217,2,RAMPART,CENTRAL BUREAU,2A17,4357999.60442,9930.17060044,0.0294039247803046,3.9543195348109e-05
546,218,2,RAMPART,CENTRAL BUREAU,2A39,7415274.52743,10878.0668499,0.0323888353298147,6.72839595242791e-05
547,811,8,WEST LOS ANGELES,WEST BUREAU,8A1,106875831.474,56079.6720236,0.16727248569717,0.000969565818864156
548,721,7,WILSHIRE,WEST BUREAU,7A21,8819188.86817,14360.2527326,0.0443778377173698,8.00234147235425e-05
549,2019,20,OLYMPIC,WEST BUREAU,20A39,6226617.79736,10496.9718413,0.0315982343854837,5.64985726821106e-05
550,815,8,WEST LOS ANGELES,WEST BUREAU,8A29,8377639.8831,17065.8310266,0.050978192110675,7.60138987986839e-05
551,2015,20,OLYMPIC,WEST BUREAU,20A25,3423460.50016,7858.70477495,0.0245197362452449,3.1064157635248e-05
552,726,7,WILSHIRE,WEST BUREAU,7A17,3584821.82361,7890.41010754,0.0232124513266213,3.25275869776522e-05
553,727,7,WILSHIRE,WEST BUREAU,7A17,7537622.61382,10948.8032696,0.0332357012895312,6.83940733670005e-05
554,729,7,WILSHIRE,WEST BUREAU,7A17,10470058.8201,13404.2317575,0.0413780095145091,9.50021505512138e-05
555,725,7,WILSHIRE,WEST BUREAU,7A33,3160957.3326,7359.71461885,0.021745036310593,2.86817088559393e-05
556,2014,20,OLYMPIC,WEST BUREAU,20A13,4098336.43153,8390.40650333,0.0247733864397774,3.71870757997396e-05
557,724,7,WILSHIRE,WEST BUREAU,7A33,4672830.87816,8776.9846142,0.0268571698697295,4.24003215985961e-05
558,2013,20,OLYMPIC,WEST BUREAU,20A13,2912556.88033,7495.32766114,0.0218151714546166,2.64276617232687e-05
559,2011,20,OLYMPIC,WEST BUREAU,20A1,9806308.1131,13117.5438963,0.0404629294076417,8.89793106051767e-05
560,722,7,WILSHIRE,WEST BUREAU,7A21,6193977.69175,11249.2363789,0.032534646675261,5.62014671889088e-05
561,723,7,WILSHIRE,WEST BUREAU,7A21,6264755.30568,10124.453819,0.0307754417053488,5.68446248447325e-05
562,231,2,RAMPART,CENTRAL BUREAU,2A5,3803574.77606,8303.04753474,0.0245538706509647,3.45122982165725e-05
563,437,4,HOLLENBECK,CENTRAL BUREAU,4A59,21006752.1443,19103.5360697,0.0578820683117583,0.000190600026735983
564,439,4,HOLLENBECK,CENTRAL BUREAU,4A9,18224551.873,21311.07387,0.0658483548225849,0.000165353858660295
565,233,2,RAMPART,CENTRAL BUREAU,2A17,3473147.14402,8202.65097537,0.0244983034503867,3.1513199297325e-05
566,422,4,HOLLENBECK,CENTRAL BUREAU,4A15,7004384.42772,10750.1079524,0.0330340109714818,6.35541650970048e-05
567,421,4,HOLLENBECK,CENTRAL BUREAU,4A15,10397945.2114,13900.5077603,0.0417410351719384,9.43421563892583e-05
568,814,8,WEST LOS ANGELES,WEST BUREAU,8A13,7472165.47473,15977.7468901,0.0472361121246495,6.77944773422444e-05
569,828,8,WEST LOS ANGELES,WEST BUREAU,8A29,8071803.92159,13281.1117795,0.0393657858918691,7.32343205688822e-05
570,2016,20,OLYMPIC,WEST BUREAU,20A25,1547459.04384,5001.21325567,0.0150160055057095,1.40408910664102e-05
571,2017,20,OLYMPIC,WEST BUREAU,20A25,2008114.96233,5690.94676641,0.017300484038135,1.82206472906878e-05
572,235,2,RAMPART,CENTRAL BUREAU,2A17,5414177.04188,9562.60295111,0.0287447040093619,4.91237105041229e-05
573,734,7,WILSHIRE,WEST BUREAU,7A33,8670189.82055,12648.7995621,0.0394730331462886,7.86660560895326e-05
574,837,8,WEST LOS ANGELES,WEST BUREAU,8A29,1401719.40521,5846.38412798,0.0171054693586911,1.27180361205243e-05
575,816,8,WEST LOS ANGELES,WEST BUREAU,8A29,1639269.80105,5806.22572621,0.0167408292550101,1.48732808925532e-05
576,732,7,WILSHIRE,WEST BUREAU,7A21,6397020.6631,10213.3721601,0.0312569843622849,5.8040366153598e-05
577,236,2,RAMPART,CENTRAL BUREAU,2A47,4898233.58737,9456.32467655,0.0283028153606644,4.4441375890509e-05
578,736,7,WILSHIRE,WEST BUREAU,7A17,1434402.19398,4965.68066603,0.0147149361207683,1.30144449914677e-05
579,2025,20,OLYMPIC,WEST BUREAU,20A25,1488429.1623,4894.02197042,0.0146937782499235,1.35046817953042e-05
580,2026,20,OLYMPIC,WEST BUREAU,20A25,1998987.58258,5669.7576174,0.0172578201746126,1.81370365824717e-05
581,2029,20,OLYMPIC,WEST BUREAU,20A39,6085603.87084,10523.2379112,0.0319053276905937,5.52140343018648e-05
582,2023,20,OLYMPIC,WEST BUREAU,20A13,3494412.89974,7937.42237171,0.0247446566040021,3.17051769600205e-05
583,739,7,WILSHIRE,WEST BUREAU,7A17,6240343.38562,10139.8404668,0.0306897892397858,5.66180062401398e-05
584,737,7,WILSHIRE,WEST BUREAU,7A17,3043062.25264,8225.95003344,0.023805458191396,2.76091956607663e-05
585,738,7,WILSHIRE,WEST BUREAU,7A17,8841162.756,12094.4034141,0.0366850495673247,8.02146261925612e-05
586,838,8,WEST LOS ANGELES,WEST BUREAU,8A29,3513344.63637,10031.7304713,0.0294770317607685,3.18752151069017e-05
587,2021,20,OLYMPIC,WEST BUREAU,20A1,7271799.91977,11404.7382546,0.0347041731593561,6.59762811628171e-05
588,2022,20,OLYMPIC,WEST BUREAU,20A1,3726463.06667,8399.75200037,0.0247542042742512,3.3809914390156e-05
589,241,2,RAMPART,CENTRAL BUREAU,2A45,1852379.8106,5675.79491403,0.0168584379863827,1.68066074730814e-05
590,829,8,WEST LOS ANGELES,WEST BUREAU,8A29,13281495.9889,15212.1363557,0.0467410054340226,0.000120498594141606
591,238,2,RAMPART,CENTRAL BUREAU,2A39,4568906.03675,8959.00262864,0.0266080435074428,4.14526905039489e-05
592,423,4,HOLLENBECK,CENTRAL BUREAU,4A15,4758242.48231,10259.5035379,0.0314670116660199,4.31709389400995e-05
593,251,2,RAMPART,CENTRAL BUREAU,2A45,1759246.43719,6923.92952926,0.0202937563257106,1.59609344974075e-05
594,827,8,WEST LOS ANGELES,WEST BUREAU,8A13,6613493.74142,13270.3501172,0.0393375462643861,5.99982093505169e-05
595,245,2,RAMPART,CENTRAL BUREAU,2A45,5152185.42262,9302.76182482,0.0279129632750336,4.67428607853699e-05
596,2027,20,OLYMPIC,WEST BUREAU,20A45,3499875.14281,7934.31223241,0.0247303708504094,3.17533677115485e-05
597,2024,20,OLYMPIC,WEST BUREAU,20A33,3505810.15738,7936.5458174,0.0247343034644817,3.18071933768723e-05
598,443,4,HOLLENBECK,CENTRAL BUREAU,4A15,12292334.6637,14116.2271317,0.0436131615027761,0.000111521192262147
599,733,7,WILSHIRE,WEST BUREAU,7A33,2550694.66975,7661.18713857,0.0243891163031261,2.31417521588451e-05
600,735,7,WILSHIRE,WEST BUREAU,7A33,2534142.92721,7696.87389025,0.0237140284382692,2.29914618719622e-05
601,834,8,WEST LOS ANGELES,WEST BUREAU,8A29,10329161.8914,13795.8802577,0.0411489453291539,9.37065880474028e-05
602,839,8,WEST LOS ANGELES,WEST BUREAU,8A95,6785392.91348,11445.4473441,0.0342478161166975,6.15582125885526e-05
603,817,8,WEST LOS ANGELES,WEST BUREAU,8A29,2869664.23143,7521.63625186,0.0229740553827488,2.60350414815196e-05
604,742,7,WILSHIRE,WEST BUREAU,7A21,6056414.56815,11376.8627231,0.0358681558967982,5.49464643153369e-05
605,448,4,HOLLENBECK,CENTRAL BUREAU,4A59,6911727.11295,11682.2881895,0.035010899038198,6.27047594778405e-05
606,826,8,WEST LOS ANGELES,WEST BUREAU,8A13,6581069.56542,12104.2041597,0.0360721483621512,5.97035390454561e-05
607,849,8,WEST LOS ANGELES,WEST BUREAU,8A59,6829363.85088,11056.6756119,0.0328481772396873,6.19569206385369e-05
608,441,4,HOLLENBECK,CENTRAL BUREAU,4A15,8857957.88527,13854.3280683,0.0423402861822446,8.03610130545956e-05
609,743,7,WILSHIRE,WEST BUREAU,7A33,7591404.41649,11332.938446,0.0345311472465256,6.88709988101756e-05
610,246,2,RAMPART,CENTRAL BUREAU,2A47,1717783.75198,7039.06130015,0.0207929805482463,1.5584255735122e-05
611,745,7,WILSHIRE,WEST BUREAU,7A33,10331825.6272,13953.343876,0.0422604607344416,9.37307995200025e-05
612,749,7,WILSHIRE,WEST BUREAU,7A47,9468840.38133,13448.3315545,0.0414310490591537,8.59029170901549e-05
613,247,2,RAMPART,CENTRAL BUREAU,2A47,1212088.93682,4557.82308562,0.0136449679799015,1.0996411524286e-05
614,2039,20,OLYMPIC,WEST BUREAU,20A39,2296194.244,6131.27857528,0.018698217866433,2.08317904828818e-05
615,2038,20,OLYMPIC,WEST BUREAU,20A39,1141688.82631,4498.95117932,0.0132188278946423,1.035775286825e-05
616,2036,20,OLYMPIC,WEST BUREAU,20A45,1678174.4829,5224.0426168,0.0156190675974367,1.52248989681368e-05
617,2035,20,OLYMPIC,WEST BUREAU,20A45,2161090.29184,6150.91559768,0.0187026335843508,1.96060694115019e-05
618,2031,20,OLYMPIC,WEST BUREAU,20A53,3843989.47881,8379.22541798,0.0263423110951265,3.4873825974926e-05
619,2034,20,OLYMPIC,WEST BUREAU,20A33,1735182.21531,5784.41751588,0.0174936969623775,1.57420633654296e-05
620,2033,20,OLYMPIC,WEST BUREAU,20A33,3927926.31732,8250.54086891,0.0243165171059553,3.56345986565357e-05
621,824,8,WEST LOS ANGELES,WEST BUREAU,8A1,35279060.0008,37627.3985257,0.110623755475906,0.000319998302777412
622,747,7,WILSHIRE,WEST BUREAU,7A47,7262019.22747,11213.985908,0.034068406543811,6.58809681139793e-05
623,248,2,RAMPART,CENTRAL BUREAU,2A69,2087810.30864,6634.51021706,0.0201279824265757,1.89408080271692e-05
624,442,4,HOLLENBECK,CENTRAL BUREAU,4A15,4217433.72617,10733.3918583,0.0333355678112155,3.82604856496743e-05
625,833,8,WEST LOS ANGELES,WEST BUREAU,8A29,4167804.69566,8405.13026957,0.0255643924797753,3.78100841711261e-05
626,257,2,RAMPART,CENTRAL BUREAU,2A69,3282029.02281,8404.04519301,0.0252018082880001,2.97739080021803e-05
627,261,2,RAMPART,CENTRAL BUREAU,2A45,2332153.43855,6392.5602742,0.0193394211226189,2.11572234324716e-05
628,752,7,WILSHIRE,WEST BUREAU,7A53,7946918.17205,11538.8848059,0.0355035119396475,7.20933862001889e-05
629,848,8,WEST LOS ANGELES,WEST BUREAU,8A95,6333532.42112,10322.4723777,0.0308717256514088,5.74554632267854e-05
630,836,8,WEST LOS ANGELES,WEST BUREAU,8A35,11317420.0383,13817.7432549,0.0420844813757016,0.000102665910155194
631,2041,20,OLYMPIC,WEST BUREAU,20A53,5053093.67321,10650.7453276,0.0322484079486061,4.5840142470146e-05
632,256,2,RAMPART,CENTRAL BUREAU,2A47,1983968.46377,5658.29269162,0.0172598851000386,1.79984291512491e-05
633,825,8,WEST LOS ANGELES,WEST BUREAU,8A13,13187751.7403,16112.8744733,0.0497390543785046,0.000119634152146919
634,753,7,WILSHIRE,WEST BUREAU,7A53,5341311.04748,9392.41931798,0.0282692158701115,4.84544013773154e-05
635,2042,20,OLYMPIC,WEST BUREAU,20A53,3124288.78431,7969.18913888,0.0248705811308222,2.83433160487328e-05
636,2046,20,OLYMPIC,WEST BUREAU,20A45,1738289.31646,5307.51769291,0.0162222873599656,1.5769587047502e-05
637,2049,20,OLYMPIC,WEST BUREAU,20A69,2236714.04802,6489.94173645,0.0203167494486472,2.02912861837099e-05
638,2045,20,OLYMPIC,WEST BUREAU,20A45,1164406.11978,4365.76437691,0.0131163533373371,1.05633746923062e-05
639,2044,20,OLYMPIC,WEST BUREAU,20A33,1548754.6958,4963.55426621,0.0150910926321116,1.40501436938562e-05
640,445,4,HOLLENBECK,CENTRAL BUREAU,4A15,2220912.96969,6647.92896679,0.0210023756029289,2.01477019104661e-05
641,886,8,WEST LOS ANGELES,WEST BUREAU,8A95,14064716.6711,23287.6545084,0.0689614380622588,0.000127580502633851
642,857,8,WEST LOS ANGELES,WEST BUREAU,8A95,10455827.1562,14774.3445262,0.0451382447042571,9.48507716011773e-05
643,858,8,WEST LOS ANGELES,WEST BUREAU,8A95,4555658.84929,10613.1315132,0.0310359427377432,4.1326513144933e-05
644,758,7,WILSHIRE,WEST BUREAU,7A47,8422625.9418,11735.7815747,0.0358776081442731,7.64054195929816e-05
645,265,2,RAMPART,CENTRAL BUREAU,2A75,1473690.15754,4860.85519936,0.0147039515344516,1.33689398430722e-05
646,855,8,WEST LOS ANGELES,WEST BUREAU,8A29,7486411.98699,13419.3564708,0.0410891470073618,6.79123015346848e-05
647,271,2,RAMPART,CENTRAL BUREAU,2A75,1922787.50542,5994.86999368,0.0181370303092745,1.74426786425554e-05
648,266,2,RAMPART,CENTRAL BUREAU,2A75,1486879.18255,4883.11242679,0.0147800977115667,1.34883376695826e-05
649,449,4,HOLLENBECK,CENTRAL BUREAU,4A59,5693031.66088,10224.5252781,0.0316132907298808,5.16444707033045e-05
650,453,4,HOLLENBECK,CENTRAL BUREAU,4A53,6503465.18736,10704.7278929,0.0323702673997613,5.8995643950465e-05
651,755,7,WILSHIRE,WEST BUREAU,7A53,5514846.13247,9570.98237582,0.0295609557996798,5.00267178257676e-05
652,859,8,WEST LOS ANGELES,WEST BUREAU,8A59,8285832.61954,11543.3575058,0.0346231797747127,7.51623182810477e-05
653,2058,20,OLYMPIC,WEST BUREAU,20A69,2147157.48924,6513.03755923,0.0205418767915581,1.94782361425669e-05
654,455,4,HOLLENBECK,CENTRAL BUREAU,4A53,5734399.73288,10301.2440736,0.0313200796044146,5.20188402149545e-05
655,2056,20,OLYMPIC,WEST BUREAU,20A69,3351335.37819,7824.73462068,0.0229040697027148,3.0401075780117e-05
656,2055,20,OLYMPIC,WEST BUREAU,20A69,3355491.92263,7863.84867708,0.0230607075783669,3.04387759201563e-05
657,2054,20,OLYMPIC,WEST BUREAU,20A53,1660604.19254,5253.10680175,0.0159111638584945,1.50642148181933e-05
658,2062,20,OLYMPIC,WEST BUREAU,20A53,5786478.96634,10494.1488224,0.0318421067653196,5.24909111638438e-05
659,2053,20,OLYMPIC,WEST BUREAU,20A53,1949601.88271,5600.72949057,0.0170329855707413,1.768586224382e-05
660,832,8,WEST LOS ANGELES,WEST BUREAU,8A13,4645315.07444,8735.71435902,0.0269975735947544,4.21392872361047e-05
661,765,7,WILSHIRE,WEST BUREAU,7A47,10027652.1132,15003.1403058,0.0467815059881596,9.09628486391867e-05
662,762,7,WILSHIRE,WEST BUREAU,7A53,8393216.38763,11717.8843527,0.0351660996742431,7.61352590535593e-05
